title,year,rating,movie_poster_str,movie_summary,user_rating_count,user_review_count,critic_review_count,movie_mpaa_rating,movie_runtime,movie_genres,movie_release_date,box_office_gross_domestic,box_office_gross_intl,url
10 Cloverfield Lane,2016,7.2,"https://m.media-amazon.com/images/M/MV5BMjEzMjczOTIxMV5BMl5BanBnXkFtZTgwOTUwMjI3NzE@._V1_UX182_CR0,0,182,268_AL_.jpg","After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",268153,698,514,PG-13,103,"Drama, Horror, Mystery",11 March 2016 (USA),72082998,110216998,https://www.imdb.com/title/tt1179933/
1408,1408,6.8,"https://m.media-amazon.com/images/M/MV5BMTk1MDg0NTU0OV5BMl5BanBnXkFtZTcwMTM1NDk0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","A man who specialises in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",245136,622,306,PG-13,104,"Fantasy, Horror, Mystery",22 June 2007 (USA),71985628,132033383,https://www.imdb.com/title/tt0450385/
1922,1922,6.3,"https://m.media-amazon.com/images/M/MV5BYTFmYmJkM2YtYzFjNS00NGI2LThiOWMtNGVhZDZiOGI0NDBhXkEyXkFqcGdeQXVyNjU1OTMzNDU@._V1_UX182_CR0,0,182,268_AL_.jpg","A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",41343,169,78,TV-MA,102,"Crime, Drama, Horror",20 October 2017 (USA),--,--,https://www.imdb.com/title/tt6214928/
28 Days Later...,2002,7.6,"https://m.media-amazon.com/images/M/MV5BYTFkM2ViMmQtZmI5NS00MjQ2LWEyN2EtMTI1ZmNlZDU3MTZjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",352018,1467,245,R,113,"Drama, Horror, Sci-Fi",27 June 2003 (USA),45064915,85720385,https://www.imdb.com/title/tt0289043/
A Girl Walks Home Alone at Night,2014,7.0,"https://m.media-amazon.com/images/M/MV5BMjMzNjMyMjU2M15BMl5BanBnXkFtZTgwMzA3NjQ0MzE@._V1_UY268_CR3,0,182,268_AL_.jpg","In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",27564,108,289,Not Rated,101,"Drama, Horror",20 April 2015 (USA),--,--,https://www.imdb.com/title/tt2326554/
A Nightmare on Elm Street,1984,7.5,"https://m.media-amazon.com/images/M/MV5BNzFjZmM1ODgtMDBkMS00NWFlLTg2YmUtZjc3ZTgxMjE1OTI2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",The monstrous spirit of a slain child murderer seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.,190981,741,205,R,91,Horror,16 November 1984 (USA),25504513,--,https://www.imdb.com/title/tt0087800/
A Nightmare on Elm Street,1987,6.6,"https://m.media-amazon.com/images/M/MV5BMjFkYTEwNjAtYWU1YS00NTMyLTkwYmUtZjEyMjZjMDg5Njc5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A psychiatrist familiar with knife-wielding dream demon Freddy Krueger helps teens at a mental hospital battle the killer who is invading their dreams.,65185,336,116,R,96,"Fantasy, Horror",27 February 1987 (USA),44793222,44793222,https://www.imdb.com/title/tt0093629/
A Quiet Place,2018,7.5,"https://m.media-amazon.com/images/M/MV5BMjI0MDMzNTQ0M15BMl5BanBnXkFtZTgwMTM5NzM3NDM@._V1_UX182_CR0,0,182,268_AL_.jpg","In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing.",331432,2612,540,PG-13,90,"Drama, Horror, Sci-Fi",6 April 2018 (USA),188024361,340939361,https://www.imdb.com/title/tt6644200/
A Tale of Two Sisters,2003,7.2,"https://m.media-amazon.com/images/M/MV5BMDMyNDE0ZmQtZTVhZC00M2Q1LTljNmUtYjFiNzljNGNjOTA3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg",A family is haunted by the tragedies of deaths within the family.,51895,251,291,R,--,"Drama, Horror, Thriller",13 June 2003 (South Korea),--,--,https://www.imdb.com/title/tt0365376/
Alien,1979,8.4,"https://m.media-amazon.com/images/M/MV5BMmQ2MmU3NzktZjAxOC00ZDZhLTk4YzEtMDMyMzcxY2IwMDAyXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","After a space merchant vessel perceives an unknown transmission as a distress call, its landing on the source moon finds one of the crew attacked by a mysterious lifeform, and they soon realize that its life cycle has merely begun.",732521,1350,447,R,117,"Horror, Sci-Fi",22 June 1979 (USA),81765459,106497869,https://www.imdb.com/title/tt0078748/
Aliens,1986,8.4,"https://m.media-amazon.com/images/M/MV5BZGU2OGY5ZTYtMWNhYy00NjZiLWI0NjUtZmNhY2JhNDRmODU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","Ellen Ripley is rescued by a deep salvage team after being in hypersleep for 57 years. The moon that the Nostromo visited has been colonized, but contact is lost. This time, colonial marines have impressive firepower, but will that be enough?",613480,1210,301,R,137,"Action, Adventure, Sci-Fi",18 July 1986 (USA),85160248,131335326,https://www.imdb.com/title/tt0090605/
American Psycho,2000,7.6,"https://m.media-amazon.com/images/M/MV5BZTM2ZGJmNjQtN2UyOS00NjcxLWFjMDktMDE2NzMyNTZlZTBiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",444094,1202,297,R,101,"Crime, Drama",14 April 2000 (USA),15070285,34266564,https://www.imdb.com/title/tt0144084/
An American Werewolf in London,1981,7.5,"https://m.media-amazon.com/images/M/MV5BNTYzMDk3MzIyNV5BMl5BanBnXkFtZTgwOTM2OTE4MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,84640,383,232,R,97,"Comedy, Horror",21 August 1981 (USA),30565292,--,https://www.imdb.com/title/tt0082010/
Another Happy Day,2011,6.1,"https://m.media-amazon.com/images/M/MV5BMTczODU4MDg2OV5BMl5BanBnXkFtZTcwMDE3MzU5Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg",A wedding at her parents' Annapolis estate hurls high-strung Lynn into the center of touchy family dynamics.,3856,47,45,R,119,"Comedy, Drama",8 December 2011 (Greece),8464,355688,https://www.imdb.com/title/tt1719071/
Attack the Block,2011,6.6,"https://m.media-amazon.com/images/M/MV5BMjAzNjc1MjgzOF5BMl5BanBnXkFtZTcwMzE3Njk5NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",A teen gang in South London defend their block from an alien invasion.,95107,333,408,R,88,"Action, Comedy, Sci-Fi",13 May 2011 (UK),1024175,5824175,https://www.imdb.com/title/tt1478964/
Audition,1999,7.2,"https://m.media-amazon.com/images/M/MV5BMWFkYmI3ZmItYWM3MS00NGRhLWEyYTMtNTZhNzBhMWRjMjdjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","A widower takes an offer to screen girls at a special audition, arranged for him by a friend to find him a new wife. The one he fancies is not who she appears to be after all.",66770,426,276,R,115,"Drama, Horror, Mystery",3 March 2000 (Japan),--,--,https://www.imdb.com/title/tt0235198/
Basket Case,1982,6.2,"https://m.media-amazon.com/images/M/MV5BMzgwMjJiZmItYmU4MS00ODc5LWI2MmEtZjJhNWM1MjFkMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A young man carrying a big basket that contains his extremely deformed Siamese-twin brother seeks vengeance on the doctors who separated them against their will.,14859,148,118,Not Rated,91,"Comedy, Horror",2 April 1982 (USA),--,--,https://www.imdb.com/title/tt0083624/
Beetlejuice,1988,7.5,"https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.",239098,351,120,PG,92,"Comedy, Fantasy",30 March 1988 (USA),74220408,74270074,https://www.imdb.com/title/tt0094721/
Behind the Mask,2006,6.7,"https://m.media-amazon.com/images/M/MV5BMjE5MDE3MTQxOV5BMl5BanBnXkFtZTcwNDY0NzA0MQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.,20220,149,166,R,--,"Comedy, Horror, Thriller",13 October 2006 (USA),--,--,https://www.imdb.com/title/tt0437857/
Better Watch Out,2016,6.5,"https://m.media-amazon.com/images/M/MV5BNmE5NWQyYjktMmMzYi00YjY2LWFmNTUtMWQyMzcwNWM2NWYzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","On a quiet suburban street, a babysitter must defend a twelve-year-old boy from intruders, only to discover it's far from a normal home invasion.",23688,190,182,R,89,"Comedy, Crime, Horror",6 October 2017 (USA),176288,--,https://www.imdb.com/title/tt4443658/
Black Christmas,1974,7.2,"https://m.media-amazon.com/images/M/MV5BMDUxM2IyYzgtMjU1ZS00Mzc4LWIwMmUtYzczMzM5ZWIzNGUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR2,0,182,268_AL_.jpg","During their Christmas break, a group of sorority girls are stalked by a stranger.",28689,371,246,R,98,"Horror, Mystery, Thriller",20 December 1974 (USA),--,--,https://www.imdb.com/title/tt0071222/
Black Sheep,2006,5.8,"https://m.media-amazon.com/images/M/MV5BNzcwMTA1MjEzMl5BMl5BanBnXkFtZTcwNzE0MzQ0MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",An experiment in genetic engineering turns harmless sheep into bloodthirsty killers that terrorize a sprawling New Zealand farm.,37896,150,190,Not Rated,87,"Comedy, Horror, Sci-Fi",29 March 2007 (New Zealand),4947717,--,https://www.imdb.com/title/tt0779982/
Bone Tomahawk,2015,7.1,"https://m.media-amazon.com/images/M/MV5BMzQ0MzE4OTUzMF5BMl5BanBnXkFtZTgwODAyNzI3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.",74864,374,283,Not Rated,132,"Drama, Horror, Western",19 February 2016 (UK),--,--,https://www.imdb.com/title/tt2494362/
Braindead,1992,7.5,"https://m.media-amazon.com/images/M/MV5BZTZlZDgxMDktNGIyOC00OGVmLWFkMmYtNWM3MjBmMDUzNTc4XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR0,0,182,268_AL_.jpg","A young man's mother is bitten by a Sumatran rat-monkey. She gets sick and dies, at which time she comes back to life, killing and eating dogs, nurses, friends, and neighbors.",87746,561,164,R,104,"Comedy, Horror",12 February 1993 (USA),242623,242623,https://www.imdb.com/title/tt0103873/
Bride of Frankenstein,1935,7.8,"https://m.media-amazon.com/images/M/MV5BOTUzMzAzMzEzNV5BMl5BanBnXkFtZTgwOTg1NTAwMjE@._V1_UX182_CR0,0,182,268_AL_.jpg","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",40225,268,131,Not Rated,75,"Drama, Horror, Sci-Fi",6 May 1935 (USA),--,--,https://www.imdb.com/title/tt0026138/
Candyman,1992,6.6,"https://m.media-amazon.com/images/M/MV5BYjVjYjhlNTQtN2UxOC00Njk5LWFjNDctODNjZTI1ZGM0ZDZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",61603,238,156,R,99,"Horror, Thriller",16 October 1992 (USA),25792310,--,https://www.imdb.com/title/tt0103919/
Carnival of Souls,1962,7.1,"https://m.media-amazon.com/images/M/MV5BYjgxYjI1ODktNWYyNy00N2EyLWFhOWEtMmI1ZmU3ZmU5ZWFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg","After a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival.",18508,327,206,PG,78,"Horror, Mystery",2 November 1962 (Finland),--,--,https://www.imdb.com/title/tt0055830/
Carrie,1976,7.4,"https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.",156623,532,179,R,98,Horror,16 November 1976 (USA),33800000,--,https://www.imdb.com/title/tt0074285/
Casper,1995,6.1,"https://m.media-amazon.com/images/M/MV5BZThhYTlhMDUtMDhjZi00MTljLTkwMDYtOGU3ZjVlMWE4NDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR5,0,182,268_AL_.jpg",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,110652,111,38,PG,100,"Comedy, Family, Fantasy",26 May 1995 (USA),100328194,287928194,https://www.imdb.com/title/tt0112642/
Cat People,1942,7.3,"https://m.media-amazon.com/images/M/MV5BNzI4YWY0NWQtNWI5YS00MGE4LWE4YTgtMzBmOWIwMzdiYTRiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,18074,154,117,Not Rated,73,"Fantasy, Horror, Thriller",25 December 1942 (USA),--,--,https://www.imdb.com/title/tt0034587/
Coco,2017,8.4,"https://m.media-amazon.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY268_CR3,0,182,268_AL_.jpg","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",303862,928,395,PG,--,"Animation, Adventure, Family",22 November 2017 (USA),209726015,807082196,https://www.imdb.com/title/tt2380307/
Coraline,2009,7.7,"https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX182_CR0,0,182,268_AL_.jpg","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",182237,351,331,PG,100,"Animation, Drama, Fantasy",6 February 2009 (USA),75286229,124596398,https://www.imdb.com/title/tt0327597/
Crawl,2019,6.2,"https://m.media-amazon.com/images/M/MV5BNTk4MTliYzgtOGI2Ni00N2I5LTg4MjktZTkzZTE0MWVjNGEyXkEyXkFqcGdeQXVyMTA3MTA4Mzgw._V1_UX182_CR0,0,182,268_AL_.jpg","A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",34253,621,248,R,87,"Action, Drama, Horror",12 July 2019 (USA),39014193,90510445,https://www.imdb.com/title/tt8364368/
Creature from the Black Lagoon,1954,7.0,"https://m.media-amazon.com/images/M/MV5BMjMwMjA5NDkyMl5BMl5BanBnXkFtZTgwMzYyMTY2MTE@._V1_UX182_CR0,0,182,268_AL_.jpg",A strange prehistoric beast lurks in the depths of the Amazonian jungle. A group of scientists try to capture the animal and bring it back to civilization for study.,23697,211,112,G,79,"Horror, Sci-Fi",5 March 1954 (USA),--,--,https://www.imdb.com/title/tt0046876/
Creep,2014,6.3,"https://m.media-amazon.com/images/M/MV5BMTY0NTU2ODM5Ml5BMl5BanBnXkFtZTgwMTAwOTA5NTE@._V1_UX182_CR0,0,182,268_AL_.jpg","A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.",33540,192,105,R,77,"Horror, Thriller",23 June 2015 (USA),--,--,https://www.imdb.com/title/tt2428170/
Creep 2,2017,6.4,"https://m.media-amazon.com/images/M/MV5BMjA2MTkxMDYzN15BMl5BanBnXkFtZTgwNTc3Mzc4MzI@._V1_UX182_CR0,0,182,268_AL_.jpg","A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake.",14573,88,52,Not Rated,78,"Horror, Thriller",24 October 2017 (USA),--,--,https://www.imdb.com/title/tt3654796/
Curious George,2013,6.9,"https://m.media-amazon.com/images/M/MV5BNDY3NTE3MDYxOV5BMl5BanBnXkFtZTgwMDAzODA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg",Get ready for a spook-tacular good time with Curious George - in his first-ever Halloween movie. This fun-filled adventure is a bewitching treat for the whole family!,246,2,3,Not Rated,58,"Animation, Adventure, Comedy",28 October 2013,--,--,https://www.imdb.com/title/tt3124292/
Dawn of the Dead,1978,7.9,"https://m.media-amazon.com/images/M/MV5BMzc1YTIyNjctYzhlNy00ZmYzLWI2ZWQtMzk4MmQwYzA0NGQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",105385,696,151,Unrated,127,"Horror, Thriller",24 May 1979 (USA),--,--,https://www.imdb.com/title/tt0077402/
Dead Ringers,1988,7.3,"https://m.media-amazon.com/images/M/MV5BYTY4MTVhZGEtNGUyMS00Y2ZhLTlmN2EtMWI1YTYxMGYyN2I1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg","Twin gynecologists take full advantage of the fact that nobody can tell them apart, until their relationship begins to deteriorate over a woman.",37392,132,97,R,116,"Drama, Horror, Thriller",23 September 1988 (USA),8038508,--,https://www.imdb.com/title/tt0094964/
Dead of Night,1945,7.7,"https://m.media-amazon.com/images/M/MV5BYTY2OTJjZjgtMzExMy00MWJlLTg2N2ItM2NhMDQxNTNkNjFhXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",Architect Walter Craig (Mervyn Johns) senses impending doom as his half-remembered recurring dream turns into reality. The guests at the country house encourage him to stay as they take turns telling supernatural tales.,9895,132,79,Approved,103,"Drama, Horror",15 February 1946 (Finland),--,--,https://www.imdb.com/title/tt0037635/
Dear Dracula,2012,5.3,"https://m.media-amazon.com/images/M/MV5BMTg0NjAyODc4Nl5BMl5BanBnXkFtZTcwOTY2NzI3OA@@._V1_UY268_CR3,0,182,268_AL_.jpg","Dracula has a great opportunity to try his brand new skills at the neighborhood Halloween party, where he realizes that self-confidence is enough to make him as scary as he ever was.",270,4,3,Not Rated,42,"Animation, Short, Adventure",16 October 2012,--,--,https://www.imdb.com/title/tt2428378/
Disturbia,2007,6.8,"https://m.media-amazon.com/images/M/MV5BMTMyNTIxOTQ3M15BMl5BanBnXkFtZTcwMjU2NzAzMw@@._V1_UX182_CR0,0,182,268_AL_.jpg",A teen living under house arrest becomes convinced his neighbor is a serial killer.,210027,515,243,PG-13,105,"Crime, Drama, Mystery",13 April 2007 (USA),117760134,--,https://www.imdb.com/title/tt0486822/
Dog Soldiers,2002,6.8,"https://m.media-amazon.com/images/M/MV5BYzUyZjE4OGEtZjAwYi00Y2Q2LWI2M2MtYWY3YWM5YmQzNTcwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY268_CR4,0,182,268_AL_.jpg",A routine military exercise turns into a nightmare in the Scotland wilderness.,52547,594,179,R,105,"Action, Horror, Thriller",10 May 2002 (UK),--,--,https://www.imdb.com/title/tt0280609/
Don't Breathe,2016,7.1,"https://m.media-amazon.com/images/M/MV5BZGI5ZTU2M2YtZWY4MC00ZDFhLTliYTItZTk1NjdlN2NkMzg2XkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_UX182_CR0,0,182,268_AL_.jpg","Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",195418,577,407,R,88,"Crime, Horror, Thriller",26 August 2016 (USA),89217875,157100845,https://www.imdb.com/title/tt4160708/
Don't Look Now,1973,7.3,"https://m.media-amazon.com/images/M/MV5BNDZmYzJmMDQtM2NkNi00NjU0LTlmZGItNDFjZjVkZjhmNDcyXkEyXkFqcGdeQXVyMTA1NTM1NDI2._V1_UX182_CR0,0,182,268_AL_.jpg","A married couple grieving the recent death of their young daughter are in Venice when they encounter two elderly sisters, one of whom is psychic and brings a warning from beyond.",44702,303,218,R,110,"Drama, Horror, Thriller",January 1974 (USA),--,--,https://www.imdb.com/title/tt0069995/
Don't Look Under the Bed,1999,6.9,"https://m.media-amazon.com/images/M/MV5BYmQ2N2EyNzgtNjc2YS00OTA3LWFmM2UtYWNiYjkzMzljNjdhXkEyXkFqcGdeQXVyMTM0ODAyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg","A teen enlists the help of an imaginary friend named Larry Houdini to deal with a prank-playing bogeyman, who's framing her for his dastardly deeds.",2281,19,1,TV-PG,100,"Family, Fantasy",9 October 1999,--,--,https://www.imdb.com/title/tt0208101/
Donnie Darko,2001,8.0,"https://m.media-amazon.com/images/M/MV5BZjZlZDlkYTktMmU1My00ZDBiLWFlNjEtYTBhNjVhOTM4ZjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg","A troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes, after he narrowly escapes a bizarre accident.",708154,2230,364,R,113,"Drama, Sci-Fi, Thriller",30 January 2002 (France),1478493,4269636,https://www.imdb.com/title/tt0246578/
"Double, Double Toil and Trouble",1993,5.9,"https://m.media-amazon.com/images/M/MV5BMTIzNjcwMDU5NV5BMl5BanBnXkFtZTcwOTYyMjYxMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg","On Halloween night, two precocious little girls try to save their parents from the greedy clutches of their nasty old Capitalist aunt. Magic abounds and they meet new albeit strange friends along the way.",2955,8,1,TV-Y7,96,"Adventure, Comedy, Family",30 October 1993,--,--,https://www.imdb.com/title/tt0106763/
Dr. Jekyll and Mr. Hyde,1931,7.6,"https://m.media-amazon.com/images/M/MV5BNWRmZWNlNmMtNmVhMi00OThhLWEyNjgtNTY3OTljY2ZlYjBiXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg",Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,11689,120,62,Not Rated,98,"Horror, Sci-Fi",3 January 1932 (USA),--,--,https://www.imdb.com/title/tt0022835/
Dracula,1931,7.5,"https://m.media-amazon.com/images/M/MV5BY2M4YjQyODMtNDMxMy00YWNmLWFlMGQtMWM4NzgzNDZkOTkxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",The ancient vampire Count Dracula arrives in England and begins to prey upon the virtuous young Mina.,42526,534,152,Passed,75,"Fantasy, Horror",14 February 1931 (USA),--,--,https://www.imdb.com/title/tt0021814/
Dracula,2002,6.9,"https://m.media-amazon.com/images/M/MV5BMTQxNjYxMTI3N15BMl5BanBnXkFtZTcwOTYxMjA0MQ@@._V1_UY268_CR43,0,182,268_AL_.jpg","A ballet rendition of Bram Stoker's ""Dracula"", stylized as an Expressionistic silent film.",1806,33,58,Not Rated,73,"Horror, Musical",12 December 2003 (UK),55365,55365,https://www.imdb.com/title/tt0293113/
Dracula,1992,7.4,"https://m.media-amazon.com/images/M/MV5BMTYyOTM5NzU3Nl5BMl5BanBnXkFtZTgwOTQxNjAxNzE@._V1_UY268_CR4,0,182,268_AL_.jpg",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,177866,719,193,R,128,Horror,13 November 1992 (USA),215862692,--,https://www.imdb.com/title/tt0103874/
Drag Me to Hell,2009,6.5,"https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg","A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",179844,756,421,PG-13,99,"Horror, Thriller",29 May 2009 (USA),90842646,--,https://www.imdb.com/title/tt1127180/
E.T. the Extra-Terrestrial,1982,7.8,"https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,344628,564,246,PG,115,"Family, Sci-Fi",11 June 1982 (USA),435110554,792910554,https://www.imdb.com/title/tt0083866/
Eden Lake,2008,6.8,"https://m.media-amazon.com/images/M/MV5BMTYwMzE0OTQzN15BMl5BanBnXkFtZTcwOTY5MDIwMg@@._V1_UY268_CR0,0,182,268_AL_.jpg","Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences.",71723,439,172,R,91,"Horror, Thriller",12 September 2008 (UK),3984669,--,https://www.imdb.com/title/tt1020530/
Edward Scissorhands,1990,7.9,"https://m.media-amazon.com/images/M/MV5BNDUxN2I5NDUtZjdlMC00NjlmLTg0OTQtNjk0NjAxZjFmZTUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",422074,631,98,PG-13,105,"Drama, Fantasy, Romance",14 December 1990 (USA),56362352,86024005,https://www.imdb.com/title/tt0099487/
Eraserhead,1977,7.4,"https://m.media-amazon.com/images/M/MV5BMDExYzg5YjQtMzE0Yy00OWJjLThiZTctMWI5MzhjM2RmNjA4L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",93245,589,170,Not Rated,89,Horror,3 February 1978 (USA),--,--,https://www.imdb.com/title/tt0074486/
Ernest Scared Stupid,1991,5.7,"https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Ernest accidentally unleashes an ugly troll that plots to transform children into wooden dolls in the town of Briarville, Missouri.",10139,51,28,PG,91,"Comedy, Family, Fantasy",11 October 1991 (USA),14143280,--,https://www.imdb.com/title/tt0101821/
