title,year,rating,movie_poster_str,movie_summary,user_rating_count,user_review_count,critic_review_count,movie_mpaa_rating,movie_runtime,movie_genres,movie_release_date,box_office_gross_domestic,box_office_gross_intl,url
Nina Forever,2015,5.6,"https://m.media-amazon.com/images/M/MV5BMjQyMTI0NzQ5OF5BMl5BanBnXkFtZTgwMzAxMDk4NzE@._V1_UX182_CR0,0,182,268_AL_.jpg","After his girlfriend Nina dies in a car crash, Rob unsuccessfully attempts suicide. As he begins to overcome his grief, he falls in love with a co-worker, Holly. Their relationship is ...
                    See full summary »",4126,30,104,R,98,"Comedy, Drama, Horror",19 January 2016 (Japan),--,--,https://www.imdb.com/title/tt2885628/
Nosferatu,1922,7.9,"https://m.media-amazon.com/images/M/MV5BMTAxYjEyMTctZTg3Ni00MGZmLWIxMmMtOGM2NTFiY2U3MmExXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg",Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,82743,406,192,Not Rated,94,"Fantasy, Horror",3 June 1929 (USA),--,--,https://www.imdb.com/title/tt0013442/
Nosferatu the Vampyre,1979,7.5,"https://m.media-amazon.com/images/M/MV5BNDYxYWY3ZTUtNzNiMi00ZmQyLTliMzAtNDdiZGY1NzVjZTc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","Count Dracula moves from Transylvania to Wismar, spreading the Black Plague across the land. Only a woman pure of heart can bring an end to his reign of horror.",29676,186,178,PG,107,"Drama, Horror",17 January 1979 (France),--,--,https://www.imdb.com/title/tt0079641/
Oculus,2013,6.5,"https://m.media-amazon.com/images/M/MV5BMzE1NzM4MjEyNV5BMl5BanBnXkFtZTgwMjYzMjMzMTE@._V1_UX182_CR0,0,182,268_AL_.jpg","A woman tries to exonerate her brother, who was convicted of murder, by proving that the crime was committed by a supernatural phenomenon.",109331,427,355,R,104,"Horror, Mystery",11 April 2014 (USA),27695246,44043910,https://www.imdb.com/title/tt2388715/
Open Water,2003,5.7,"https://m.media-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,48970,945,235,R,79,"Adventure, Drama, Horror",20 August 2004 (USA),54667954,--,https://www.imdb.com/title/tt0374102/
Ouija,2016,6.1,"https://m.media-amazon.com/images/M/MV5BMTk4NTcxNTQ5NF5BMl5BanBnXkFtZTgwNTk5OTU4OTE@._V1_UX182_CR0,0,182,268_AL_.jpg","In 1967 Los Angeles, a widowed mother and her daughters add a new stunt to bolster their seance scam business by inviting an evil presence into their home, not realizing how dangerous it is.",48973,174,227,PG-13,99,"Drama, Horror, Mystery",21 October 2016 (USA),35144505,81705746,https://www.imdb.com/title/tt4361050/
Peeping Tom,1960,7.7,"https://m.media-amazon.com/images/M/MV5BZjM3ZTAzZDYtZmFjZS00YmQ1LWJlOWEtN2I4MDRmYzY5YmRlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg","A young man murders women, using a movie camera to film their dying expressions of terror.",27807,159,112,Not Rated,101,"Drama, Horror, Thriller",December 1961 (USA),--,--,https://www.imdb.com/title/tt0054167/
Pet Sematary,2019,5.8,"https://m.media-amazon.com/images/M/MV5BMjJiN2UwYWItNWJjNi00Zjg4LWE5NmItMmM4N2I3ZjY3OTY2XkEyXkFqcGdeQXVyODQxMTI4MjM@._V1_UX182_CR0,0,182,268_AL_.jpg","Dr. Louis Creed and his wife, Rachel, relocate from Boston to rural Maine with their two young children. The couple soon discover a mysterious burial ground hidden deep in the woods near their new home.",60909,1014,304,R,101,"Horror, Mystery, Thriller",5 April 2019 (USA),54724696,112399944,https://www.imdb.com/title/tt0837563/
Phantasm,1979,6.8,"https://m.media-amazon.com/images/M/MV5BZTdmN2RkODEtODM4ZS00ZGRlLTliMTYtYmZmZWZkMTZmODYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg","A teenage boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a lethal arsenal of terrible weapons with him.",29328,295,220,R,88,"Horror, Sci-Fi",28 March 1979 (USA),11988469,--,https://www.imdb.com/title/tt0079714/
Poison Ivy,1992,5.4,"https://m.media-amazon.com/images/M/MV5BZTgzNTZhODktZjE4Ny00ZDIwLWE3NjEtOTVmMWM0Nzc5YzZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,16292,61,31,R,88,"Drama, Thriller",8 May 1992 (USA),1829804,--,https://www.imdb.com/title/tt0105156/
Poltergeist,1982,7.3,"https://m.media-amazon.com/images/M/MV5BNzliZmRlYTctYmNkYS00NzE5LWI1OWQtMTRiODY5MDMwMTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A family's home is haunted by a host of demonic ghosts.,132566,375,250,PG,114,"Horror, Thriller",4 June 1982 (USA),77142388,--,https://www.imdb.com/title/tt0084516/
Pontypool,2008,6.6,"https://m.media-amazon.com/images/M/MV5BNWZkMmNmNGItM2MwNC00YTY2LTk0ZDYtMGM0YjM5Nzk0MjVjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",A radio host interprets the possible outbreak of a deadly virus which infects the small Ontario town he is stationed in.,27380,174,189,Not Rated,93,"Fantasy, Horror, Thriller",18 September 2009 (Turkey),32118,--,https://www.imdb.com/title/tt1226681/
